idmonitoreodiario,fechamonitoreo,clavesih,nombreoficial,nombrecomun,estado,nommunicipio,regioncna,latitud,longitud,uso,corriente,tipovertedor,inicioop,elevcorona,bordolibre,nameelev,namealmac,namoelev,namoalmac,alturacortina,elevacionactual,almacenaactual,llenano
2200687,2024-03-12,VTRGR,"Valerio Trujano, Gro.","Tepecoacuilco, Gro.",Guerrero,Tepecoacuilco de Trujano,Balsas,18.295833000000002,-99.466111,AP/RI,R. Tepecoacuilco,Libre,1964,844.3,1.51997,842.7800293,51.727,840.0,31.014,33.3,833.81,7.352,0.23705423357193503
2200688,2024-03-12,VGRGR,"Vicente Guerrero, Gro.","Palos Altos, Gro.",Guerrero,Arcelia,Balsas,18.382778,-100.265833,AP/RI,R. Poliutla,Libre,1968,433,2.70001,430.2999878,300.0,425.0,249.49,67.5,415.09,145.25,0.582187662832177
2200689,2024-03-12,LCLGR,"La Calera, Gro.","La Calera, Gro.",Guerrero,Zirándaro,Balsas,18.418611,-101.003056,RI,R. Chiquito o El Oro,Libre,1964,124.3,1.6800000000000002,122.6200027,34.1928,118.0,9.393,31.8,117.76,8.727,0.929096135419993
2200690,2024-03-12,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.","El Caracol, Gro.",Guerrero,General Heliodoro Castillo,Balsas,17.947778,-99.995556,GH,R. Balsas,Contr,1986,526,2.4,523.6,1183.23,521.0,1057.29,126,511.56,705.579,0.6673467071475181
2200691,2024-03-12,LOLMC,"Los Olivos, Mich.","Los Olivos, Mich.",Michoacán de Ocampo,Tepalcatepec,Balsas,19.210833,-102.865556,RI,Los Otates,Libre,1961,423,2.0,421.0,16.27099991,418.0,10.26200008,37,414.73,5.64,0.54960046346053
2200692,2024-03-12,SJUMC,"San Juanico, Mich.","La Laguna, Mich.",Michoacán de Ocampo,Cotija,Balsas,19.839444,-102.651389,RI,R. Cotija,Libre,1950,1574.6,0.0,1604.56,71.69,1603.86,60.545,5.7,1601.77,34.876,0.576034354612271
2200693,2024-03-12,CHLMC,"Constitución de Apatzingán, Jal.","Chilatán, Jal.",Jalisco,Jilotlán de los Dolores,Balsas,19.287778,-102.774167,RI,R. Grande,Libre,1990,440,2.32001,437.6799927,807.1500244,429.4500122,590.0250244,107,416.11,335.804,0.569135182599214
2200694,2024-03-12,ZICMC,"Zicuirán, Mich.","La Peña, Mich.",Michoacán de Ocampo,La Huacana,Balsas,18.921111,-101.931944,RI,R. Zicuirán,Libre,1957,302.75,1.31,301.4400024,47.48500061,299.0,36.29399872,46,295.62,23.684,0.6525596747472411
2200695,2024-03-12,INFMC,"Infiernillo, Mich.","Infiernillo, Mich.",Guerrero,Arteaga,Balsas,18.266666999999998,-101.883333,GH,R. Balsas,Contr,1964,184,0.8,183.2,15194.8,169.0,9367.77,151.5,158.03,6006.783,0.6412180273426861
2200754,2024-03-12,TMUMC,"Tercer Mundo, Mich.","Chincua, Mich.",Michoacán de Ocampo,Senguio,Lerma Santiago Pacífico,19.766389,-100.299167,RI,R. Chincua,Libre,1972,2431.2,2.41992,2428.580078,17.33200073,2427.580078,14.97200012,32,2425.2,9.997,0.6677130590351611
2200755,2024-03-12,COIMC,"Cointzio, Mich.","Cointzio, Mich.",Michoacán de Ocampo,Morelia,Lerma Santiago Pacífico,19.629722,-101.259167,AP/RI,R. Grande de Morelia,Contr,1939,1997,1.5000499999999999,2001.319946,79.23300171,1999.47,68.52,46,1990.88,30.223,0.44108289550496205
2200756,2024-03-12,MLPMC,"Malpaís, Mich.","La Ciénega, Mich.",Michoacán de Ocampo,Queréndaro,Lerma Santiago Pacífico,19.829166999999998,-100.873611,RI,R. Quérendaro,Mixto,1938,1830.96,1.0,1843.56,27.249,1842.530029,18.512,7,1842.4,17.481,0.944306395851339
2200757,2024-03-12,PRSGJ,"La Purísima, Gto.","La Purísima, Gto.",Guanajuato,Guanajuato,Lerma Santiago Pacífico,20.867221999999998,-101.287778,RI,R. Guanajuato,Contr,,1863,0.0,1860.7,181.926,1853.47,110.0,43,1844.28,45.546,0.414054545454545
2200758,2024-03-12,SLDGJ,"La Soledad, Gto.","La Soledad, Gto.",Guanajuato,Guanajuato,Lerma Santiago Pacífico,21.04,-101.279722,AP,R. Santa Ana,Libre,1956,2211.4,2.2500999999999998,2209.149902,2.371000051,2207.75,1.857,51,2200.64,0.131,0.070543887991383
2200759,2024-03-12,EPLGJ,"El Palote, Gto.","El Palote, Gto.",Guanajuato,León,Lerma Santiago Pacífico,21.173611,-101.678889,AP,R. De Los Gómez,Libre,1954,1839.5,0.9,1838.6,17.161,1836.15,9.643,20.5,1831.13,0.335,0.034740226070724
2200760,2024-03-12,GLNGJ,"La Golondrina, Gto.","La Golondrina,Gto.",Guanajuato,Pénjamo,Lerma Santiago Pacífico,20.439167,-101.7425,RI,R. Penjamo,Libre,1968,1838.7,1.58,1837.119995,5.96999979,1835.199951,4.670000076,45.7,1824.3,0.617,0.132119912196763
2200761,2024-03-12,MOCMC,"Melchor Ocampo, Mich.","El Rosario, Mich.",Michoacán de Ocampo,Angamacutiro,Lerma Santiago Pacífico,20.127222,-101.724444,RI,R. Angúlo,Libre,1975,1716.5,2.08997,1714.410034,249.8430023,1711.900024,194.4539948,34,1708.47,127.73,0.656864880206616
2200762,2024-03-12,AMEMC,"Aristeo Mercado, Mich.","Wilson ,Mich.",Michoacán de Ocampo,Jiménez,Lerma Santiago Pacífico,19.926111,-101.661111,RI,A. sin nombre,Libre,1926,1999.83,6.03,1993.8,28.305,1993.5,25.344,9.2,1990.19,3.3890000000000002,0.133720012626262
2200763,2024-03-12,PTZMC,"Pátzcuaro, Mich.","Pátzcuaro, Mich.",\N,Pátzcuaro,\N,19.542778,-101.616944,RI,R. Jaripo,Libre,,\N,0.0,2042.35,1135.573,2038.57,646.582,\N,2035.45,336.61,0.52059908874667
2200764,2024-03-12,LANMC,"Los Angeles, Mich.",Tres Mezquites,Michoacán de Ocampo,José Sixto Verduzco,Lerma Santiago Pacífico,20.248889,-101.626667,RI,C. El Alto Las Cañas,Libre,,1689.95,0.0,1688.45,17.096,1687.95,14.59,10,1684.0,0.458,0.031391363947909
2200765,2024-03-12,LDFMC,"Laguna del Fresno, Mich.","Laguna del Fresno, Mich.",Michoacán de Ocampo,Maravatío,Lerma Santiago Pacífico,19.838056,-100.406389,RI,R. Cachiví,Libre,1946,2059,2.0,2057.0,13.132,2055.98,10.299,8.8,2052.63,2.567,0.24924749975725802
2200766,2024-03-12,MABGJ,"Mariano Abasolo, Gto.","San Antonio de Aceves, Gto.",Guanajuato,Pénjamo,Lerma Santiago Pacífico,20.507222,-101.931111,RI,A. los Otates,Libre,1971,1755,1.92,1753.08,23.946,1751.3,20.079,43,1744.39,8.377,0.417202051895014
2200767,2024-03-12,CPAMC,"Copándaro, Mich.","Copándaro de Dolores, Mich.",Michoacán de Ocampo,Jiquilpan,Lerma Santiago Pacífico,20.001667,-102.861389,RI,R. La Patera,Libre,1927,1999,9.79,1989.209,9.717,1987.659,2.752,5.7,1995.36,0.211,0.076671511627906
2200768,2024-03-12,HRTJL,"Hurtado, Jal.","Valencia, Jal.",Jalisco,Acatlán de Juárez,Lerma Santiago Pacífico,20.466944,-103.651111,RI,A. San Antonio,Libre,1879,1464,1.34,1462.66,22.624,1462.66,22.624,10.35,1460.52,11.426,0.505038896746817
2200769,2024-03-12,JARMC,"Jaripo, Mich.","Jaripo, Mich.",Michoacán de Ocampo,Villamar,Lerma Santiago Pacífico,19.958333,-102.601944,RI,A. sin nombre,Libre,1951,1548.5,2.2,1580.42,9.265,1578.91,6.028,20,1576.62,2.329,0.386363636363636
2200770,2024-03-12,GUAMC,"Guaracha, Mich.","San Antonio, Mich.",Michoacán de Ocampo,Villamar,Lerma Santiago Pacífico,19.979167,-102.541389,RI,A. sin nombre,Libre,1913,1596.72,0.0,1580.11,29.79,1580.01,28.677,8,1577.5,5.252,0.183143285559856
2200771,2024-03-12,UREMC,"Urepetiro, Mich.","Urepetiro, Mich.",Michoacán de Ocampo,Tlazazalca,Lerma Santiago Pacífico,19.962222,-102.137778,RI,R. Tlazazalca,Libre,1964,1752.5,1.5,1745.68,10.923,1745.0,8.282,31,1742.1,2.811,0.339410770345327
2200772,2024-03-12,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.","La Pólvora, Jal.",Jalisco,Degollado,Lerma Santiago Pacífico,20.491111,-102.231944,RI,R. Huascato,Libre,1989,1669.1,4.1,1665.0,56.15,1663.46,51.675,69,1648.25,20.75,0.401548137397194
2200773,2024-03-12,DGNMC,"De Gonzalo, Mich.","De Gonzalo, Mich.",Michoacán de Ocampo,Vista Hermosa,Lerma Santiago Pacífico,20.304444,-102.436944,RI,A. sin nombre,Libre,1890,1535.83,0.93,1534.9,10.0,1533.88,8.837,10,1531.6,0.098,0.01108973633586
2200774,2024-03-12,LDCJL,"Lago de Chapala, Jal.","Chapala, Jal.",Jalisco,Chapala,Lerma Santiago Pacífico,20.290556,-103.201667,AP,R. Lerma,Libre,,0,0.0,99.0,9279.71,98.0,8126.41,0,93.88,3579.603,0.440490081105925
2200775,2024-03-12,LCLJL,"La Colonia, Jal.","La Colonia, Jal.",Jalisco,Zapotlán del Rey,Lerma Santiago Pacífico,20.43,-102.931944,RI,A. Los Sabinos,Libre,1927,0,0.0,103.4000015,6.5,103.0,5.775,6,102.55,4.421,0.7655411255411251
2200776,2024-03-12,CHLJL,"Chila, Jal.","Chila, Jal.",Jalisco,Zapotlán del Rey,Lerma Santiago Pacífico,20.489722,-102.944167,RI,A. Chila,Libre,1945,1525.88,1.0,99.0,1.0,98.7,0.762,10,98.67,0.756,0.9921259842519681
2200777,2024-03-12,BATQT,"El Batán, Qro.",Los Arcos,Querétaro,Corregidora,Lerma Santiago Pacífico,20.504167,-100.412222,RI,Río El Pueblito,Libre,,1914.85,0.0,1905.15,8.042,1902.1,5.791,45.5,1888.15,0.614,0.10602659298912101
2200778,2024-03-12,IALGJ,"Ignacio Allende, Gto.","La Begoña, Gto.",Guanajuato,San Miguel de Allende,Lerma Santiago Pacífico,20.848056,-100.825833,RI,R. de la Laja,Contr,1968,1834.7,2.04998,1833.33,241.41,1830.75,170.79,43,1821.18,23.799,0.139346565958194
2200779,2024-03-12,PNLGJ,"Peñuelitas, Gto.","Peñuelitas, Gto.",Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,Lerma Santiago Pacífico,21.105,-100.878333,RI,R. De la Erre,Libre,1960,1908.2,0.91,1907.29,30.169,1904.7,17.46,28,1897.02,0.106,0.006071019473081
2200780,2024-03-12,SRSJL,"Manuel M. Diéguez, Jal.","Santa Rosa, Jal.",Jalisco,Amatitán,Lerma Santiago Pacífico,20.908889,-103.705556,GH,R. Santiago,Contr,1964,747,0.5,748.0,418.0,746.46,393.36,114,742.36,346.24,0.8802115110839941
2200781,2024-03-12,ESLJL,"El Salto, Jal.","El Salto, Jal.",Jalisco,Valle de Guadalupe,Lerma Santiago Pacífico,21.037222,-102.705,AP,R. El Salto,Libre,1940,1814.5,2.0,1812.5,118.54,1810.160034,85.0,42,1808.93,74.953,0.8818
2200782,2024-03-12,SA1JL,"La Sauceda, Jal.","Garabatillos, Jal.",Jalisco,Lagos de Moreno,Lerma Santiago Pacífico,21.359167,-101.835556,RI,R. La Sauceda,Libre,1982,1923,1.96997,1921.030029,21.5,1918.900024,16.0,38.1,1912.23,4.43,0.276875
2200812,2024-03-12,BBAJL,"Basilio Vadillo, Jal.","Las Piedras, Jal.",Jalisco,El Limón,Lerma Santiago Pacífico,19.913611,-104.061111,RI,R. Tuxcacuesco,Libre,1973,982.8,2.7,978.97,146.888,974.35,124.75,96,967.56,95.781,0.7677835671342681
2200813,2024-03-12,TMLJL,"Ramón Corona Madrigal General, Jal.","Trigomil, Jal.",Jalisco,Ayutla,Lerma Santiago Pacífico,19.976111,-104.370278,RI,R. Ayuquila,Libre,1993,1209.34,2.94001,1209.359985,324.0,1201.400024,250.0,107,1187.58,149.584,0.598336
2200814,2024-03-12,CRNJL,"Corrinchis, Jal.",Corrinchis,Jalisco,Mascota,Lerma Santiago Pacífico,20.479722,-104.780833,RI,Río Mascota,Libre,,1337,0.0,1336.1,29.0,1332.6,20.0,38,1330.63,15.602,0.7801
2200815,2024-03-12,VEGJL,"Ing. Santiago Camarena, Jal.","La Vega, Jal.",Jalisco,Teuchitlán,Lerma Santiago Pacífico,20.596389,-103.845833,RI,R. Ameca,Libre,1960,1261,2.14001,1258.859985,80.0,1257.0,44.03499985,18,1257.07,45.502,1.0333144125127
2200816,2024-03-12,LDACM,"Laguna de Amela, Col.","Tecomán, Col.",Colima,Tecomán,Lerma Santiago Pacífico,18.809167,-103.774167,RI,Canal Bajo Amela y Dren Zanja,Libre,,10.89,3.25,7.64,41.3,7.39,38.343,6.35,6.71,30.61,0.798320423545366
2200817,2024-03-12,TRJCM,"Solidaridad, Jal.","Trojes, Jal.",Jalisco,Pihuamo,Lerma Santiago Pacífico,18.967222,-103.396667,RI,R. El Cajón,Libre,1994,303.6,0.0,301.11,285.742,292.37,203.388,87,287.38,165.56,0.8140106594292681
2200818,2024-03-12,CPEJL,"Cajón de Peña, Jal.","Tomatlán, Jal.",Jalisco,Tomatlán,Lerma Santiago Pacífico,19.9975,-105.129722,RI,R. Tomatlán,Contr,1976,142,2.8,139.2,707.62,131.66,500.0,68,128.55,424.012,0.848024
2200819,2024-03-12,VCVJL,"Vicente C. Villaseñor, Jal.","Valle de Juárez, Jal.",Jalisco,Valle de Juárez,Lerma Santiago Pacífico,19.939722,-102.941667,RI,R. Quitupan,Libre,1950,1880,2.0,1878.0,18.12000084,1877.0,14.43999958,18,1875.84,10.316,0.71440445291204
2200820,2024-03-12,LCDSO,"Lázaro Cárdenas, Son.","La Angostura, Son.",Sonora,Nacozari de García,Noroeste,30.437778,-109.378889,RI,R. Bavispe,Libre,1942,843.75,3.59998,840.1500244,1116.459961,830.7000122,703.3800049,91.75,812.43,175.498,0.249506666065878
2200821,2024-03-12,PECSO,"Plutarco Elías Calles, Son.","El Novillo, Son.",Sonora,Soyopa,Noroeste,28.976667,-109.642222,GH,R. Yaqui,Contr,1964,297.8,1.00001,296.8,3511.96,290.5,2833.07,133.8,252.63,474.027,0.167319197901922
2200822,2024-03-12,AOBSO,"Alvaro Obregón, Son.","Oviachic, Son.",Sonora,Cajeme,Noroeste,27.8225,-109.8925,AP/GH/RI,R. Yaqui,Libre,1952,115.1,2.9,112.1999969,4478.215,105.5,3023.14,90,84.64,574.426,0.190009724987926
2200823,2024-03-12,AGZCH,"Abraham González, Chih.","Guadalupe, Chih.",Chihuahua,Guerrero,Noroeste,28.481667,-107.482778,RI,R. Papigochi,Libre,1961,2052.9,1.5999500000000002,2051.300049,102.891,2047.800049,79.354,41.9,2036.03,22.477,0.283249741663936
2200824,2024-03-12,IRASO,"Ignacio R. Alatorre, Son.","Punta de Agua, Son.",Sonora,Guaymas,Noroeste,28.426389,-110.396944,RI,R. San Marcial o Mátape,Libre,1972,105,2.29,102.7099991,29.69000053,100.0,16.15999985,30,91.2,0.0,0.0
2200825,2024-03-12,ARCSO,"Adolfo Ruiz Cortines, Son.","Mocúzari, Son.",Sonora,Alamos,Noroeste,27.226111,-109.106667,AP/GH/RI,Río Mayo,Mixto,1955,148,2.5300000000000002,145.4700012,1822.141,138.46,1200.0,88.5,97.35,9.175,0.007645833333333
2200826,2024-03-12,CHTSO,"Cuauhtémoc, Son.","Santa Teresa, Son.",Sonora,Tubutama,Noroeste,30.873333,-111.516389,RI,R. Altar,Libre,1950,603,2.75,600.25,66.33000183,597.0,41.47000122,57.2,585.38,1.412,0.034048708909104004
2200827,2024-03-12,AGCSO,"Agua Caliente, Son.",Dique 10,Sonora,Cajeme,Noroeste,27.75,-109.887778,RI,Canal Alto Oviachic,Libre,,100.85,0.0,79.6,41.16,79.1,37.58,8.35,78.09,30.343,0.8074241617881851
2200828,2024-03-12,ARLSO,"Abelardo Rodríguez Luján, Son.","Hermosillo, Son.",Sonora,Hermosillo,Noroeste,29.076667,-110.92,AP,R. Sonora,Contr,1948,231.6,3.20001,228.3999939,284.4700012,226.98,219.52,36,214.0,0.0,0.0
2200829,2024-03-12,PMOSO,"Ing. Rodolfo Félix Valdés, Son.","El Molinito, Son.",Sonora,Hermosillo,Noroeste,29.2125,-110.725556,AP,R. Sonora,Libre,,295.4,2.00001,293.4,222.47,289.36,121.202,31.4,277.94,9.754,0.08047721984785701
2200830,2024-03-12,CRRBN,"El Carrizo, B.C.","El Carrizo, B.C.",Baja California,Tijuana,Península de Baja California,32.479444,-116.696944,AP,A. Carrizo,Libre,1978,288.34,2.12,286.2200012,44.58499908,284.7000122,40.86600113,55.8,276.62,23.92,0.585327640057254
2200831,2024-03-12,ALRBN,"Abelardo L. Rodríguez, B.C.","Tijuana, B.C.",Baja California,Tijuana,Península de Baja California,32.444722,-116.908333,AP,R. Tijuana,Contr,1937,127,2.0,125.0,121.392,115.85,76.9,72,106.05,38.583,0.5017295188556561
2200832,2024-03-12,AURBN,"Las Auras, B.C.",,Baja California,Tecate,Península de Baja California,32.544722,-116.531667,AP,A. Las Auras,Libre,,822,0.0,822.0,5.1,820.0,5.01,40,814.366,2.742,0.547305389221556
2200833,2024-03-12,ELZBN,"Emilio López Zamora, B.C.","Ensenada, B.C.",Baja California,Ensenada,Península de Baja California,31.890278,-116.6025,AP,A. Ensenada,Libre,1978,27,1.74,25.26000023,6.342000008,19.88999939,2.732000113,34,20.6,3.058,1.11932645443488
2200834,2024-03-12,LDCSI,"Luis Donaldo Colosio, Sin.","Huites, Sin.",Sinaloa,Choix,Pacífico Norte,26.844722,-108.367778,GH,R. Fuerte,Contr,1995,290.75,0.75,290.0,4567.08,274.0,3202.16,164.75,215.78,516.962,0.161441651884977
2200835,2024-03-12,PMHSI,"Miguel Hidalgo, Sin.","El Mahoné, Sin.",Sinaloa,El Fuerte,Pacífico Norte,26.509722,-108.58,AP/GH/RI,R. Fuerte,Mixto,1956,151.4,3.4,148.0,4171.273,142.36,3312.89,81,111.62,455.997,0.137643266151305
2200836,2024-03-12,JORSI,"Josefa Ortiz de Domínguez, Sin.","El Sabino, Sin.",Sinaloa,El Fuerte,Pacífico Norte,26.426944,-108.7025,AP/RI,A. Alamos,Contr,1967,113.5,2.93,112.6500015,685.11,109.5,519.28,44,97.3,104.753,0.20172739177322402
2200837,2024-03-12,GDOSI,"Gustavo Díaz Ordaz, Sin.","Bacurato, Sin.",Sinaloa,Sinaloa,Pacífico Norte,25.856667,-107.911111,AP/GH/RI,R. Sinaloa,Contr,1981,256,3.5,252.5,2687.074,237.06,1618.751,116,209.79,461.596,0.28515565395789705
2200838,2024-03-12,GBESI,"Ing. Guillermo Blake Aguilar, Sin.","El Sabinal, Sin.",Sinaloa,Sinaloa,Pacífico Norte,26.103056,-108.3275,AP/RI,A. Ocoroni,Libre,1985,201.2,4.59,196.6100006,469.2,188.4499969,294.578,81.2,173.24,97.054,0.32946791681659804
2200839,2024-03-12,EBLSI,"Lic. Eustaquio Buelna, Sin.","Guamúchil, Sin.",Sinaloa,Salvador Alvarado,Pacífico Norte,25.484722,-108.065556,AP/RI,R. Mocorito,Contr,1972,71.2,2.35,68.84999847,264.9500122,63.54,80.08,41,59.81,23.972,0.29935064935064903
2200840,2024-03-12,ALMSI,"Adolfo López Mateos, Sin.","El Humaya o El Varejonal, Sin.",Sinaloa,Badiraguato,Pacífico Norte,25.101389,-107.388333,AP/RI,R. Humaya,Libre,1964,186.5,3.02,183.4799957,4034.52002,176.0,3086.610107,105.5,138.36,379.602,0.122983463035747
2200841,2024-03-12,JGRSI,"Juan Guerrero Alcocer, Sin.","Vinoramas, Sin.",Sinaloa,Culiacán,Pacífico Norte,24.753611,-107.059444,RI,A. El Bledal,Libre,1994,178.3,2.02,176.2799988,102.0,168.5,54.684,50,152.53,7.395,0.13523151195962202
2200872,2024-03-12,TNTCH,"El Tintero, Chih.","El Tintero, Chih.",Chihuahua,Buenaventura,Río Bravo,29.5625,-107.384167,RI,R. Santa María,Libre,1950,1712,2.96997,1709.030029,216.7030029,1703.0,125.0749969,56,1686.87,15.066,0.12045572954957201
2200873,2024-03-12,LJSCH,"Las Lajas, Chih.","Las Lajas, Chih.",Chihuahua,Buenaventura,Río Bravo,29.88,-107.025833,RI,R. El Carmen o Santa Clara,Libre,1964,1563.8,2.18,1561.619995,106.5469971,1558.699951,83.26599884,47,1544.39,13.464,0.161698654763894
2200874,2024-03-12,CPRNL,"José López Portillo, N.L.","Cerro Prieto, N.L.",Nuevo León,Linares,Río Bravo,24.9375,-99.399722,AP,A. Pablillo - Hualauises,Contr,1984,288,2.5,285.5,393.0,282.52,300.0,50,265.08,27.882,0.09294000000000001
2200875,2024-03-12,TMPTP,"Tampico, Tamps.",Sistema lagunario Chairel,\N,Tampico,\N,22.238333,-97.876111,,L. El Chairel,Libre,,\N,0.0,1.4,854.0,1.0,676.0,\N,0.21,323.0,0.477810650887573
2200725,2024-03-12,CDOOX,"Miguel de la Madrid Hurtado, Oax.","Cerro de Oro, Oax.",Oaxaca,San Lucas Ojitlán,Golfo Centro,17.999167,-96.263611,CA,R. Papaloapan,Contr,1988,75.6,2.8,70.01,3547.16,64.86,2599.51,70,60.27,1881.94,0.7239595154471411
2200726,2024-03-12,LDCVC,"Canseco, Ver.","Laguna de Catemaco, Ver.",Veracruz de Ignacio de la Llav,Catemaco,Golfo Centro,18.415833,-95.118333,GH,R. Grande,Contr,1960,334.5,1.0,333.5,552.7,332.7,493.02,7.2,331.89,433.426,0.8791245791245791
2200727,2024-03-12,LCAVC,"La Cangrejera, Ver.","La Crangrejera, Ver.",Veracruz de Ignacio de la Llav,Coatzacoalcos,Golfo Centro,18.109444,-94.330833,AP,R. Teapa,Libre,1980,23.87,2.22,21.64999962,31.60000038,21.25,28.53700066,15.87,18.36,11.835,0.41472473372399604
2200728,2024-03-12,PJMTP,"Pedro José Méndez, Tamps.","Pedro J. Méndez, Tamps.",Tamaulipas,Hidalgo,Golfo Norte,24.2475,-99.555833,RI,Río San Juan,Libre,1982,453,3.60001,449.3999939,38.36000061,447.2200012,31.26000023,55,433.72,5.676,0.18157389501721
2200729,2024-03-12,VGRTP,"Vicente Guerrero, Tamps.","Las Adjuntas, Tamps.",Tamaulipas,Padilla,Golfo Norte,23.959444,-98.666389,AP/RI,R. Soto La Marina,Contr,1967,148,4.12001,144.0399933,5498.22998,140.44,3910.69,62,125.57,359.14,0.091835456147124
2200730,2024-03-12,RSPTP,"República Española, Tamps.","Real Viejo o El Sombrero, Tamps.",Tamaulipas,Aldama,Golfo Norte,23.259444,-97.991944,AP,A. San Pedro,Libre,1974,92,2.5700000000000003,89.43000031,105.9899979,83.0,54.77999878,30,75.01,9.055,0.16529755753309602
2200731,2024-03-12,JLPQT,"Jalpan, Qro.",Jalpan,Querétaro,Jalpan de Serra,Golfo Norte,21.230278,-99.479722,RI/AP,Río Jalpan,Libre,,785,0.0,784.55,11.2,780.55,8.0,41,770.09,2.374,0.29675
2200732,2024-03-12,TIESL,"La Muñeca, S.L.P.","La Muñeca, S.L.P.",San Luis Potosí,Tierra Nueva,Golfo Norte,21.629444,-100.548333,AP,Río Jofre,Libre,1981,1843.75,2.0,1841.75,31.0,1837.699951,24.14,40.25,1826.48,5.98,0.247721623860811
2200733,2024-03-12,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.","Zimapán, Hgo.",Hidalgo,Zimapán,Golfo Norte,20.663333,-99.501111,GH,R. Moctezuma,Contr,1990,1565,2.0,1563.0,1460.0,1560.0,1390.0,203,1545.04,1128.569,0.8119201438848921
2200734,2024-03-12,CHYVC,"Paso de Piedras, Ver.","Chicayán, Ver.",Veracruz de Ignacio de la Llav,Pánuco,Golfo Norte,21.7375,-98.155833,RI,R. Chicayán,Contr,1979,32.25,3.9699999999999998,28.28,572.32,23.64,249.97,34,19.1,76.012,0.304084490138816
2200735,2024-03-12,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.","Las Animas, Tamps.",Tamaulipas,González,Golfo Norte,22.605,-98.691667,AP/RI,A. Las Animas,Libre,1976,55,2.45,52.55,654.37,51.7,563.443,31.2,43.27,78.134,0.138672412293701
2200736,2024-03-12,SLZTP,"Lic. Emilio Portes Gil, Tamps.","San Lorenzo, Tamps.",Tamaulipas,Xicoténcatl,Golfo Norte,22.943889,-98.791389,AP/RI,A. El Sargento,Libre,1983,125,1.1,123.9000015,255.65,122.9499969,230.78,50.4,110.64,62.253,0.269750411647456
2200737,2024-03-12,IDFQT,"San Ildefonso, Qro.","El Tepozán, Qro.",Querétaro,Amealco de Bonfil,Golfo Norte,20.198611,-99.9625,RI,Río San Juan,Libre,1942,2261.93,1.87,2242.5,58.026,2239.0,47.812,62.7,2212.35,1.496,0.031289216096377005
2200738,2024-03-12,CNSQT,"Constitución de 1917, Qro.","Hidalgo, Qro.",Querétaro,San Juan del Río,Golfo Norte,20.418611,-100.080278,RI,Dren Caracol,Contr,1969,1937,1.5500500000000001,1928.39,76.461,1927.06,66.08,35,1911.64,1.432,0.021670702179176
2200739,2024-03-12,VNTQT,"La Venta, Qro.","La Venta, Qro.",Querétaro,Pedro Escobedo,Golfo Norte,20.498611,-100.190556,RI,Dren Culebra,Libre,1907,1896,0.619946,1907.680054,3.77699995,1906.680054,2.479000092,4.3,1904.0,0.0,0.0
2200740,2024-03-12,LLAQT,"La Llave, Qro.","Divino Redentor, Qro.",Querétaro,San Juan del Río,Golfo Norte,20.461944,-99.994722,RI,Dren Culebra,Libre,1885,0,0.0500244,1891.099976,14.41399956,1890.0,9.312000275,5,1887.5,0.0,0.0
2200741,2024-03-12,CNTQT,"El Centenario, Qro.","El Centenario, Qro.",Querétaro,Tequisquiapan,Golfo Norte,20.513333,-99.897778,RI,Río San Juan,Mixto,1910,1898,0.5100100000000001,1882.5,14.178,1881.55,9.781,13,1876.1,0.384,0.039259789387588
2200742,2024-03-12,PNDMX,"Ñadó, Méx.","Ñadó, Méx.",Estado de México,Aculco,Aguas del Valle de México,20.038611,-99.864444,RI,Río Ñadó,Libre,1980,2477.5,2.0,2475.5,18.5,2474.0,16.79999924,52.5,2459.54,4.57,0.272023821829649
2200743,2024-03-12,HPNMX,"Huapango, Méx.","Huapango, Méx.",Estado de México,Timilpan,Aguas del Valle de México,20.046389,-99.696944,RI,Río Huapango,Libre,1765,2513,0.199951,2512.8,126.5,2512.65,121.3,14,2507.66,3.19,0.026298433635614002
2200744,2024-03-12,PMNMX,"El Molino, Méx.","El Molino, Méx.",Estado de México,Aculco,Aguas del Valle de México,20.124167,-99.739722,RI,A. Zarco,Libre,1980,2491,0.0,2385.09,8.7,2384.39,7.686,12,2378.68,0.711,0.09250585480093601
2200745,2024-03-12,PERHD,"La Esperanza, Hgo.","La Esperanza, Hgo.",Hidalgo,Cuautepec de Hinojosa,Golfo Norte,20.0575,-98.334722,RI,R. Santa María,Libre,1943,2210.6,0.999902,2209.600098,4.199999809,2207.699951,3.920000076,28.7,2207.7,3.92,0.999999980612245
2200746,2024-03-12,DNXMX,"Danxho, Méx.","Danxho, Méx.",Estado de México,Jilotepec,Aguas del Valle de México,19.884722,-99.559722,RI,R. Coscomate,Libre,1951,2455.6,0.47011699999999995,2455.13,32.67,2454.0,31.046,31,2448.28,11.644,0.37505636797010805
2200747,2024-03-12,SBBMX,"José Antonio Alzate, Méx.","San Bernabé, Méx.",Estado de México,Temoaya,Lerma Santiago Pacífico,19.465833,-99.704722,RI,R. Lerma,Libre,1962,2567,1.5800800000000002,2566.919922,52.50899887,2565.5,35.31200027,24,2560.06,4.945,0.140037379989519
